public_reference,mileage,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
2K9VFV5C,96448,Blue,Chevrolet,Silverado,Certified Used,2006,36374,Truck,False,Electric
ERPABBCT,187074,Red,Toyota,Corolla,Certified Used,2017,33247,Truck,True,Petrol
SJ21Z2Z5,24317,Green,Honda,Accord,Used,2021,42281,Truck,False,Hybrid
8MGMF5JV,3895,White,Hyundai,Elantra,New,2005,52085,Coupe,True,Diesel
IQKJEIKB,59992,Yellow,BMW,3 Series,Used,2010,32390,Hatchback,False,Diesel
ITWRHF6Q,103495,White,Kia,Sorento,New,2016,46019,SUV,False,Hybrid
4MSMQHT4,86230,Blue,Ford,Escape,Used,2014,35801,SUV,False,Electric
1XTSXWMD,228132,Red,Kia,Sportage,Certified Used,2024,35003,Truck,True,Hybrid
7DEQGXAZ,138744,Silver,Kia,Sportage,Used,2018,30202,Sedan,True,Electric
GMVUSRA8,61741,Grey,Nissan,Rogue,New,2002,46323,Convertible,True,Electric
BA7FOSQM,81531,Blue,Volkswagen,Passat,New,2019,53267,Hatchback,False,Hybrid
KKZUJJ87,71879,Grey,Chevrolet,Malibu,Certified Used,2000,35709,Coupe,True,Hybrid
0Q7DY9A9,91995,Black,Hyundai,Sonata,New,2022,50596,Truck,True,Electric
5LDY3QWU,12328,White,Nissan,Altima,New,2005,52244,Truck,False,Diesel
V4X2ZCFN,184148,Yellow,Toyota,Camry,Used,2009,26004,SUV,True,Petrol
5XJA3AKF,237136,Green,Audi,A4,Used,2022,26400,Sedan,False,Diesel
01NHHIO9,201578,Yellow,Nissan,Sentra,Certified Used,2016,31075,SUV,True,Electric
S5EKVEI4,206264,Brown,Kia,Sportage,Certified Used,2006,26817,Convertible,False,Hybrid
NL9N5QRB,152464,Yellow,Ford,F-150,New,2018,44163,SUV,True,Electric
5MWVWSYK,39647,Silver,Hyundai,Sonata,New,2005,46938,Sedan,False,Hybrid
UHXW4DUR,223185,Blue,Volkswagen,Golf,Used,2000,19028,Sedan,False,Diesel
0150GNCM,123590,Blue,Toyota,RAV4,Used,2016,33859,Sedan,False,Hybrid
ZC5UCMEU,141348,Grey,Toyota,RAV4,New,2008,39614,Hatchback,False,Petrol
3ZERAQ6L,88543,Silver,Ford,Focus,Used,2012,32765,Sedan,False,Hybrid
J5VWAQZV,197186,Silver,Chevrolet,Equinox,Used,2017,28203,SUV,False,Hybrid
XGRTDGHU,140490,Black,Hyundai,Sonata,Used,2005,27008,Truck,False,Hybrid
08Y7CI7Q,113138,Yellow,Kia,Sportage,Used,2013,30163,Sedan,True,Petrol
XONQMC5K,123803,Orange,Volkswagen,Golf,Certified Used,2016,40733,SUV,True,Petrol
DXQKBVN9,188503,Blue,Audi,A6,Certified Used,2006,29687,Truck,False,Electric
BM5UB187,214882,Red,Ford,Escape,New,2018,39125,Hatchback,True,Petrol
S76UAA6P,12537,Grey,Ford,F-150,Certified Used,2009,44845,Truck,False,Electric
4MHNEN8Z,179370,Silver,Hyundai,Tucson,New,2014,38076,Truck,True,Hybrid
28AQTVRS,34679,Silver,Toyota,RAV4,Used,2020,39268,SUV,True,Petrol
82HMBXDV,5554,Grey,BMW,X5,Used,2022,41732,Sedan,True,Hybrid
TVRQ4XJS,239858,White,Chevrolet,Silverado,Used,2018,25289,Truck,True,Hybrid
AIGX7CZ5,245573,Silver,Hyundai,Sonata,New,2013,33284,Sedan,True,Petrol
OV4G2VA7,81914,Blue,Audi,A6,Certified Used,2003,37448,Sedan,False,Electric
BHRM2R0J,144514,Red,Kia,Sorento,Certified Used,2006,32559,SUV,True,Diesel
U86UNXSG,170878,Black,Toyota,RAV4,New,2018,40332,Coupe,True,Diesel
2WT09Q76,243276,Black,Chevrolet,Silverado,Used,2004,18132,Sedan,True,Petrol
MYT9M371,43722,Red,Volkswagen,Tiguan,Certified Used,2023,47839,Convertible,True,Petrol
RLGVU9G3,40885,Yellow,Toyota,Corolla,New,2011,51057,Truck,False,Diesel
948671JA,124290,Orange,Hyundai,Sonata,Certified Used,2018,37990,Coupe,True,Hybrid
NKYLNOVL,93822,Black,Nissan,Sentra,New,2005,43398,Truck,True,Diesel
AQNREC98,112105,Yellow,Hyundai,Elantra,New,2003,42082,Truck,False,Petrol
SFTQCQ67,13586,Yellow,Toyota,Camry,New,2003,51855,Coupe,True,Petrol
N1RYDOGE,167168,White,Kia,Optima,New,2013,41031,SUV,True,Electric
H9Y8QIH7,233938,Silver,Hyundai,Sonata,New,2013,33115,SUV,False,Electric
OBOKX62C,142222,White,Chevrolet,Equinox,New,2017,44313,Convertible,False,Electric
EE23UKBB,228629,Blue,Audi,A4,Certified Used,2022,32768,Coupe,True,Hybrid
GO90HRWR,26773,Blue,Toyota,Corolla,Used,2020,42036,Truck,True,Electric
T2TNQKZ8,26230,Black,Audi,Q5,Certified Used,2003,40727,Sedan,True,Electric
AYZZYZHE,150854,Green,Hyundai,Sonata,New,2006,38795,SUV,True,Diesel
ZEPO2DXZ,181283,Black,Toyota,Corolla,New,2006,35674,Hatchback,False,Petrol
OASGA6MH,111824,Brown,Toyota,Camry,Used,2003,28311,Coupe,False,Petrol
WF6FRD1R,181698,Black,Hyundai,Tucson,Used,2022,31273,Sedan,False,Electric
QOJMNM1H,96766,Brown,Kia,Sorento,Used,2012,32440,Truck,False,Hybrid
9AHR7NUC,50286,Yellow,Audi,A4,Used,2008,33184,Coupe,True,Hybrid
J88SU0Z9,70814,Blue,Ford,Focus,Certified Used,2014,43427,SUV,True,Hybrid
NLBYPPGG,31515,Grey,Ford,Escape,New,2002,47781,Sedan,True,Hybrid
5Y5YL4FQ,170493,Blue,Ford,F-150,Used,2024,30590,Hatchback,False,Petrol
6LDZKNY2,171277,Green,BMW,X5,Used,2018,27559,Coupe,True,Diesel
4PF4Q63C,74924,Red,Toyota,Corolla,Certified Used,2010,41107,Hatchback,True,Diesel
ZLTRYT1C,199693,Orange,Nissan,Altima,New,2008,35297,Hatchback,True,Diesel
IWITBGLV,210542,Orange,Ford,Escape,New,2024,42218,Hatchback,True,Diesel
XR1NNMWQ,179495,Silver,BMW,5 Series,Used,2002,25130,Sedan,False,Petrol
5KXUWCJP,57335,Grey,Ford,Focus,New,2006,47917,Coupe,True,Hybrid
NBYQMU6Q,102949,Green,BMW,3 Series,New,2005,41084,Hatchback,False,Petrol
PX44T1V9,16107,Green,Audi,A4,New,2001,47064,Truck,False,Diesel
KS0E988W,25156,Brown,Honda,CR-V,New,2021,58243,Hatchback,False,Electric
TWHGITH6,134960,Silver,Toyota,Camry,New,2001,37503,SUV,True,Petrol
3MIDCJAG,188837,Red,Hyundai,Elantra,Used,2002,24463,Coupe,True,Hybrid
YYBNXNFM,30789,Grey,Chevrolet,Equinox,Certified Used,2024,50578,Hatchback,False,Hybrid
O96E14F3,189566,Grey,Audi,Q5,Used,2016,26694,Coupe,True,Electric
ONDAADBG,105177,Blue,Nissan,Rogue,Certified Used,2008,36806,SUV,True,Diesel
XC4M9OEZ,143383,Brown,BMW,3 Series,Certified Used,2011,36516,Sedan,False,Hybrid
XBV2T63H,162253,Silver,Honda,CR-V,Certified Used,2012,34644,SUV,True,Diesel
IE3G2EWN,168531,Green,Volkswagen,Tiguan,Certified Used,2021,38563,Sedan,True,Electric
VRND66UV,16884,Red,Honda,Civic,New,2001,50487,Coupe,False,Electric
UCOJ9GCW,218122,Green,Kia,Optima,Used,2015,23219,Sedan,False,Diesel
ALQ3LJMH,133875,White,Kia,Sorento,Certified Used,2021,38591,Convertible,True,Hybrid
U4HU9QPV,170609,Green,Volkswagen,Passat,New,2000,31709,Sedan,False,Diesel
FE5CPXQH,27686,Green,Honda,CR-V,Certified Used,2016,47559,Coupe,True,Diesel
ESU8KOYS,181050,Silver,Volkswagen,Passat,New,2007,36694,Convertible,True,Petrol
28TXPG87,127972,Red,Nissan,Sentra,Used,2014,30297,Truck,False,Diesel
OEIVL973,177360,Brown,Hyundai,Sonata,Certified Used,2004,31004,SUV,True,Hybrid
4A5BQN7M,140329,Blue,Hyundai,Elantra,Used,2021,31533,Coupe,True,Electric
TRDP1TR1,178834,Black,Toyota,Corolla,Certified Used,2001,27822,Coupe,True,Diesel
TCQZUPSK,248503,White,Volkswagen,Tiguan,New,2017,33385,Coupe,False,Petrol
2SIKB9XY,183611,Red,Volkswagen,Tiguan,Used,2013,26600,Coupe,False,Electric
AWWOVCJN,130643,White,Honda,CR-V,Used,2014,28958,Sedan,False,Electric
82VVPFUP,214992,Brown,Hyundai,Tucson,Used,2019,27922,Coupe,True,Electric
3ZTGT7EP,154647,Black,Volkswagen,Passat,Used,2015,28213,Sedan,True,Petrol
14T9ZCOL,206047,Silver,Hyundai,Sonata,Certified Used,2003,24928,Truck,True,Petrol
O1Q7461R,107944,Grey,Honda,CR-V,Used,2012,31303,Convertible,True,Electric
W6XUMVD2,29042,Blue,Ford,F-150,New,2001,48457,Coupe,False,Diesel
OXZTY2DG,161591,Brown,Volkswagen,Passat,Used,2009,25401,Convertible,False,Electric
6RHVLY5F,13469,Silver,Nissan,Rogue,New,2011,53603,Truck,True,Petrol
C7AAK59P,184350,Black,Nissan,Sentra,Used,2003,24603,Sedan,True,Diesel
8NAQTC3O,49425,Brown,Hyundai,Sonata,Used,2009,33266,Coupe,True,Electric
GVUFKY0P,166941,Green,Toyota,Camry,New,2003,35955,Hatchback,False,Petrol
H2G4KJMO,116685,Brown,Kia,Sorento,New,2014,46282,Hatchback,False,Electric
PN90GIGB,102599,Green,Hyundai,Sonata,Used,2020,33040,Truck,False,Petrol
1WP3VJU3,95392,Yellow,Kia,Sorento,New,2016,50308,Coupe,True,Diesel
HD40M3HC,27079,Silver,BMW,5 Series,Certified Used,2008,41758,SUV,False,Electric
MWEDHWA8,52776,Red,Nissan,Sentra,New,2016,52433,Convertible,True,Hybrid
B81O78OM,81117,Blue,Kia,Optima,Used,2009,34201,Sedan,False,Diesel
0P8VLNRJ,243435,Green,Toyota,Camry,Certified Used,2015,28095,Convertible,True,Petrol
O3O06MD3,186257,Grey,Audi,A6,New,2006,34115,SUV,True,Petrol
EEDZDDUD,110457,Blue,Toyota,Camry,New,2016,46256,Convertible,False,Petrol
PQEV9D4O,181000,Silver,Ford,Escape,Certified Used,2016,33349,Sedan,False,Electric
WJVYQ3B5,94959,Orange,Nissan,Rogue,New,2005,43053,SUV,False,Diesel
8735LWO1,168435,Silver,Ford,F-150,New,2013,41047,Sedan,False,Petrol
631B2D3T,15663,White,Chevrolet,Malibu,Certified Used,2023,51831,Truck,False,Electric
AEWUZS22,7488,Yellow,Honda,Accord,Used,2001,33302,Hatchback,True,Hybrid
OWPEIMTO,79822,Yellow,Kia,Sorento,New,2008,47525,SUV,True,Petrol
PSZSVC3Q,84658,Yellow,Ford,F-150,Used,2004,31682,SUV,False,Petrol
QYHAQEY5,37383,Silver,Kia,Optima,Used,2015,36370,Hatchback,False,Petrol
E4JL25GV,91974,Yellow,BMW,5 Series,Certified Used,2017,41281,Sedan,False,Petrol
QDJFSJDD,207388,Green,Toyota,RAV4,Certified Used,2005,26889,Convertible,True,Hybrid
SEI0OF7I,202650,White,BMW,5 Series,Certified Used,2001,24115,SUV,False,Diesel
US81SPCJ,20905,Red,Chevrolet,Malibu,Used,2020,39766,Sedan,True,Electric
GJ9PWM11,20746,Yellow,Honda,Accord,Certified Used,2017,47259,Hatchback,False,Electric
MFDOPVUU,50624,Black,Honda,Civic,Used,2008,34271,SUV,False,Hybrid
2FWM39QF,233477,Brown,Kia,Sportage,New,2017,34553,Truck,False,Electric
OVE19UVK,29672,Orange,Hyundai,Sonata,New,2016,56826,Sedan,True,Diesel
NB3PIPDX,137562,Black,Audi,A4,Used,2021,34394,Hatchback,True,Electric
421JK140,32817,Red,Hyundai,Tucson,Certified Used,2020,46737,Hatchback,False,Petrol
NGAAVY4H,41866,White,Kia,Sportage,Used,2002,33401,Hatchback,True,Diesel
VT562XT3,6115,Brown,Hyundai,Sonata,Used,2000,33298,Truck,True,Petrol
GUNDUI38,55747,Orange,BMW,X5,New,2022,54886,Convertible,False,Hybrid
O2DHG6NW,6286,Red,BMW,3 Series,Certified Used,2014,48181,Truck,False,Hybrid
15SL7N4K,231188,Grey,Toyota,Corolla,Used,2020,26687,Convertible,False,Hybrid
LBW3F9ZU,94831,Silver,Kia,Optima,Used,2014,31751,Sedan,False,Petrol
HQGNLY40,100004,Blue,BMW,5 Series,Used,2017,34297,SUV,False,Electric
78VGJUDW,82283,Brown,Honda,Civic,Used,2006,32452,Sedan,True,Diesel
X0JW2KNI,34476,Blue,Kia,Sportage,New,2009,52702,Coupe,False,Diesel
CLVDRIUQ,74403,Black,BMW,X5,New,2011,47902,Truck,True,Petrol
X0LXSFO1,171441,Grey,Honda,CR-V,New,2005,37120,SUV,False,Petrol
XXT9O6D4,149451,Grey,Nissan,Rogue,Used,2016,29482,Truck,True,Petrol
74O5U1WK,60853,Black,Hyundai,Sonata,Certified Used,2000,38481,Sedan,False,Diesel
RLBHI6KO,101561,Blue,Volkswagen,Golf,Used,2010,30035,Sedan,False,Hybrid
P1MZPGVD,191908,Green,Ford,Escape,New,2003,34226,Coupe,True,Hybrid
3Y9QUNBK,126433,Red,Volkswagen,Golf,New,2013,44508,Convertible,False,Diesel
4K8B8OXF,12052,Grey,Honda,Accord,Used,2012,38737,Truck,True,Electric
8JYEKFTH,225222,Blue,Volkswagen,Passat,New,2011,32097,Convertible,False,Diesel
K96G6S5S,76307,Grey,Kia,Sportage,Used,2024,36915,Coupe,False,Hybrid
NN2M3UN2,184390,Yellow,Volkswagen,Golf,Certified Used,2019,33816,Sedan,True,Electric
KQEFUTUD,236388,White,Nissan,Rogue,Certified Used,2011,27017,Hatchback,True,Petrol
36NMBBN2,129272,White,Chevrolet,Silverado,Certified Used,2017,37729,Convertible,False,Electric
9BVMZ6HL,13524,Blue,Nissan,Rogue,Certified Used,2010,46652,Truck,True,Petrol
C2VJTWKT,39319,Black,Audi,A4,Used,2008,36511,Coupe,True,Petrol
V6YX13HZ,132573,Orange,Audi,A6,Used,2017,32518,Sedan,False,Diesel
GOAOBCL9,73130,Red,Honda,CR-V,Certified Used,2024,46652,Convertible,True,Electric
L2VRV0WK,80060,Yellow,Audi,A4,Certified Used,2003,38683,SUV,False,Hybrid
KEY7LJ3C,148580,Yellow,Chevrolet,Silverado,Certified Used,2005,30117,Hatchback,True,Diesel
K7E8JBIN,96503,Red,Volkswagen,Passat,Used,2024,34732,Sedan,False,Diesel
QOV71W2D,111869,Yellow,Volkswagen,Passat,Used,2016,33590,SUV,False,Diesel
VEJ8V95D,231750,Blue,Volkswagen,Passat,Certified Used,2008,26354,SUV,True,Electric
6ZB33SNA,14198,Silver,Chevrolet,Malibu,New,2016,55240,Truck,True,Diesel
J39ZHONY,232814,Blue,Toyota,Camry,New,2016,35726,Coupe,True,Diesel
WCTVKRO0,203662,Grey,Toyota,Corolla,Certified Used,2012,29506,SUV,True,Electric
0EE0QE1Q,89933,Brown,Volkswagen,Golf,Used,2012,32655,Hatchback,True,Diesel
GHCTHS6S,157853,Orange,Honda,CR-V,Certified Used,2008,32963,Hatchback,True,Petrol
TG2ID57W,108315,Blue,Toyota,RAV4,Certified Used,2004,36146,Coupe,True,Electric
7C6MAZ42,67961,Yellow,Toyota,RAV4,Used,2004,32507,Truck,True,Hybrid
WDRS0HLQ,168256,White,Ford,Focus,Used,2012,25543,Coupe,True,Hybrid
23PT4K9T,49949,Black,Ford,F-150,Used,2008,32894,Coupe,True,Petrol
27MD6U0C,28215,Green,Honda,Civic,New,2013,54743,Coupe,False,Electric
I7H92EDA,248184,Orange,BMW,5 Series,Used,2005,20611,Convertible,True,Diesel
JPEYUQ6E,99823,Black,Audi,Q5,Used,2021,37180,Sedan,False,Diesel
LVLKLDQY,123987,Orange,Audi,A4,Used,2020,34819,SUV,True,Petrol
O2B9OWD2,113073,Red,BMW,5 Series,Certified Used,2019,39818,Convertible,False,Diesel
KFFG1MQR,80451,Brown,Chevrolet,Malibu,New,2007,46587,Sedan,False,Petrol
MCK6N4UO,239422,White,Honda,CR-V,Certified Used,2008,25858,Hatchback,False,Diesel
1V2H7UMM,107911,Black,Toyota,Corolla,Used,2020,33488,SUV,False,Petrol
W4XOS514,149690,Silver,Toyota,RAV4,Certified Used,2020,38291,Truck,False,Petrol
THA0XMEL,138758,Green,Honda,Accord,Used,2000,24930,Sedan,False,Diesel
5VUMEVYB,70442,Black,Hyundai,Sonata,New,2021,54711,Sedan,True,Electric
VZ4SBDHQ,52734,Brown,Ford,Escape,New,2008,49546,Hatchback,True,Petrol
UCLXOMVF,70697,White,Volkswagen,Tiguan,Used,2005,31020,Convertible,False,Electric
ZR412Q3P,55282,Blue,Audi,Q5,Used,2015,36744,Sedan,False,Petrol
D5K5TVMU,173648,Yellow,Nissan,Sentra,New,2012,38547,Convertible,True,Diesel
QCB8DI4R,104617,Blue,Honda,CR-V,Certified Used,2021,40920,Hatchback,True,Petrol
865BFPFE,65287,White,Volkswagen,Golf,New,2010,47371,Coupe,False,Electric
7C9XDCU1,70013,Brown,Ford,Focus,Used,2023,39635,Truck,False,Petrol
D9BII651,96985,Black,Audi,Q5,Used,2012,31573,Hatchback,False,Hybrid
U0EVU45Q,99829,Silver,Honda,Civic,Certified Used,2022,43264,Convertible,True,Electric
EP7B0VTP,24096,Black,Kia,Optima,New,2022,57652,Hatchback,True,Petrol
6TLQ49A8,215003,Brown,BMW,X5,New,2010,32106,Coupe,False,Diesel
YB6XE27W,113289,Orange,Toyota,RAV4,New,2019,49485,Truck,True,Electric
8DMZ85X0,231980,Green,BMW,3 Series,Certified Used,2019,30915,Coupe,False,Electric
AH9OR5OK,29409,Orange,Nissan,Sentra,Used,2007,34661,SUV,False,Hybrid
CN06VUW0,99801,White,Chevrolet,Silverado,Used,2024,36124,SUV,True,Hybrid
9GUQSAXX,66812,Red,BMW,X5,Certified Used,2003,39638,SUV,False,Diesel
DGW024II,74315,Grey,Toyota,Corolla,New,2011,47150,Coupe,False,Electric
7YHMKWFU,173718,Black,Kia,Sorento,Used,2023,29235,Truck,True,Diesel
0WITCG5P,67761,Grey,Hyundai,Tucson,Certified Used,2016,44093,Coupe,True,Electric
IGNCUN3Q,213494,Brown,Honda,Accord,New,2018,37088,Hatchback,True,Diesel
NRUTHLSA,123216,Green,Hyundai,Elantra,Used,2023,36323,SUV,False,Diesel
XK4T0UKL,1651,Grey,Honda,Accord,Certified Used,2013,47986,Sedan,False,Petrol
UGPO37D4,19238,Black,Honda,CR-V,New,2013,55156,Coupe,True,Hybrid
T4YV5YM9,217029,Green,BMW,X5,Used,2021,27150,SUV,False,Petrol
WQSE38FB,157395,Yellow,Ford,F-150,Certified Used,2007,33131,Coupe,True,Petrol
1Z4NSR4T,39337,Blue,Volkswagen,Passat,New,2008,51669,Hatchback,True,Petrol
ARWOX9XZ,102151,Black,Hyundai,Tucson,New,2012,46484,SUV,False,Diesel
ETHDVZ5F,5021,Yellow,Audi,A6,New,2024,60711,Sedan,False,Diesel
1XV3HA8Q,46282,Green,Chevrolet,Malibu,New,2016,54359,SUV,False,Electric
180MBD5N,140863,Silver,Ford,F-150,New,2022,47368,Sedan,False,Hybrid
AERYAOUT,210286,Yellow,Audi,A4,New,2014,35649,Coupe,True,Hybrid
LW0ZNNXI,190038,Red,Hyundai,Elantra,Used,2023,30065,SUV,True,Petrol
9BX0ACGH,59460,Green,Audi,A6,Certified Used,2013,42339,Convertible,True,Petrol
1ORF9EMI,190930,Grey,BMW,3 Series,Used,2006,25602,SUV,True,Electric
XR37ONVD,160135,Red,Chevrolet,Silverado,Used,2008,25716,Truck,False,Petrol
AAPF6BWH,78506,Blue,BMW,5 Series,Used,2005,33019,Hatchback,True,Petrol
FG2VFYK2,164216,Grey,Chevrolet,Silverado,Used,2000,25346,Convertible,False,Electric
LIEZQL14,3135,Black,Nissan,Sentra,Used,2022,42751,Hatchback,True,Electric
BPYSAR4Q,191333,Blue,Volkswagen,Tiguan,Certified Used,2014,30809,Truck,True,Diesel
QOIZ5998,47868,Yellow,Audi,A6,Used,2013,35012,Hatchback,True,Diesel
R3IY0LSQ,21185,Black,Nissan,Sentra,Used,2003,34910,Truck,False,Electric
JMHLWPXL,54064,White,Nissan,Rogue,Certified Used,2003,39676,Coupe,False,Hybrid
OS10CFWU,222126,Green,Honda,Accord,Certified Used,2022,32583,SUV,True,Electric
RS2369BB,96176,Yellow,Honda,Civic,Used,2012,33664,Convertible,False,Petrol
1NKCUE5Y,232825,Grey,Chevrolet,Silverado,Used,2006,18955,Coupe,True,Diesel
YCAMJZ3Q,49827,Brown,BMW,3 Series,Certified Used,2007,42523,Hatchback,True,Petrol
X6CAFZEM,62959,Green,Ford,Focus,Certified Used,2008,41103,Coupe,False,Hybrid
B826KWYS,197329,Silver,Ford,F-150,New,2011,36157,Sedan,True,Diesel
2VCXXD18,246943,Grey,Kia,Sorento,Used,2021,25671,SUV,True,Electric
4G20NCNA,154254,White,Kia,Sorento,New,2024,47473,Hatchback,True,Electric
DEXLJCQS,186643,Orange,Volkswagen,Passat,Certified Used,2009,30580,Truck,False,Petrol
850SMKO0,230750,Orange,Chevrolet,Equinox,Used,2017,24097,Coupe,True,Electric
4VVSHODP,135380,White,Toyota,RAV4,Used,2014,29391,Coupe,False,Hybrid
OQP81X5Q,77917,Orange,Ford,Focus,New,2012,49933,Sedan,True,Diesel
S18SNE26,77495,Blue,Toyota,RAV4,Used,2012,32197,Coupe,False,Diesel
5X4QGR5C,76803,Red,Ford,Escape,Used,2018,36215,Hatchback,False,Hybrid
AGGNSFUR,197561,Black,Volkswagen,Tiguan,Certified Used,2002,25507,Sedan,True,Petrol
P6VRURMB,208339,Red,Hyundai,Elantra,Certified Used,2017,31603,Hatchback,False,Petrol
B4MMPHMH,151882,Grey,Honda,CR-V,Used,2019,29911,Coupe,True,Diesel
PHW8G7FC,157440,Silver,Volkswagen,Golf,New,2004,37473,SUV,True,Petrol
8P8CETZA,29162,Black,Toyota,Camry,New,2008,51848,Coupe,False,Petrol
ZUAMIENN,180604,Yellow,Honda,CR-V,New,2014,37433,Coupe,True,Electric
NBHB779E,244665,Grey,Audi,Q5,New,2003,25038,Truck,False,Diesel
OZD4JGFU,32623,White,Audi,Q5,New,2012,52036,Convertible,False,Hybrid
8JDVY123,104032,Grey,Chevrolet,Silverado,Certified Used,2009,37123,Hatchback,True,Electric
H4YR07YM,61465,Yellow,BMW,X5,New,2014,52804,Convertible,False,Electric
D3C44939,39533,Blue,Nissan,Sentra,Certified Used,2014,47070,SUV,True,Electric
DO8SVOKI,106185,Silver,Audi,A6,New,2010,45783,Coupe,False,Hybrid
WVZLDYSW,105483,Green,Audi,A4,Certified Used,2016,42284,Hatchback,True,Electric
S8XTAYE0,178886,Grey,Volkswagen,Tiguan,Certified Used,2024,37737,Hatchback,True,Electric
HV9MZ9A6,133216,Yellow,Honda,Accord,New,2008,39966,Coupe,True,Petrol
R8TI26TH,179525,Black,Hyundai,Sonata,Certified Used,2015,32029,Convertible,False,Petrol
PJKNPU54,214457,Yellow,Toyota,Camry,Used,2007,23260,Sedan,True,Diesel
U6EG8LI7,76486,Black,Volkswagen,Tiguan,Used,2002,30850,Truck,True,Hybrid
A8V1Q8L8,152790,Blue,BMW,5 Series,Used,2011,26736,Convertible,True,Electric
1N02NFFZ,49770,Black,Hyundai,Tucson,Certified Used,2019,45585,Hatchback,True,Diesel
WHFJO9YO,42539,Brown,Chevrolet,Silverado,Used,2018,39242,Truck,False,Diesel
AQ1MMQWL,176057,Blue,Kia,Sportage,New,2011,39275,Coupe,False,Diesel
GD2DRVQQ,15266,Grey,BMW,3 Series,Certified Used,2021,50150,Truck,False,Petrol
2MB5ULDT,238269,Yellow,Kia,Sorento,Used,2019,25801,Coupe,False,Diesel
VQXRN28N,153317,Yellow,Toyota,RAV4,Certified Used,2021,39736,SUV,False,Hybrid
A3ITX4L2,64480,Green,Nissan,Altima,Used,2014,36065,Convertible,True,Petrol
FT28W2Y8,183470,Brown,Nissan,Altima,Used,2003,24124,Truck,False,Diesel
4W22HO4Z,231339,Blue,Audi,Q5,Used,2000,19449,Hatchback,True,Hybrid
JE43LG7X,174253,Green,Audi,A6,Used,2023,31646,Sedan,False,Petrol
JEDBZUVU,170967,Green,Toyota,Camry,New,2020,42059,Coupe,False,Petrol
WAH2BZIJ,37086,Red,Kia,Sportage,New,2009,51124,SUV,True,Diesel
SCZALV8D,235616,Yellow,Audi,A6,New,2014,33490,Coupe,True,Hybrid
YUZUZSAL,148337,Grey,Ford,Escape,Used,2022,31097,Sedan,False,Diesel
AZOYTTN6,192048,Brown,Hyundai,Elantra,Used,2008,24797,Hatchback,False,Petrol
N8T5EGME,189260,Green,Kia,Optima,Used,2019,28732,Sedan,False,Hybrid
7UFOF5NY,180634,White,Audi,A6,New,2006,34771,Convertible,True,Electric
17YSZQC6,155709,Black,Toyota,Camry,New,2018,42988,Coupe,True,Hybrid
PZGND76V,202057,Orange,Honda,Civic,Certified Used,2020,35236,Convertible,True,Petrol
UHO5XEVK,228077,Red,Nissan,Sentra,New,2023,39600,Coupe,False,Petrol
CL65D992,81899,Red,Ford,Escape,Certified Used,2009,38931,SUV,True,Diesel
SVFPR5FL,77760,Yellow,Audi,Q5,Used,2009,33705,Truck,False,Electric
PWJK9SLS,186109,Yellow,Nissan,Rogue,Certified Used,2014,32896,Coupe,False,Petrol
GZZ70TPF,171685,Black,BMW,X5,Used,2011,27056,Coupe,True,Hybrid
0FPNQ1B6,168516,Green,Chevrolet,Equinox,Certified Used,2021,37411,Truck,True,Diesel
TX3T1RAI,48228,Blue,Honda,CR-V,Certified Used,2002,37255,SUV,False,Electric
RJWY9SV1,194876,Orange,BMW,3 Series,Certified Used,2007,28303,Sedan,False,Diesel
591HURUY,200571,Orange,BMW,5 Series,Used,2000,22389,Coupe,False,Hybrid
JG2AP9WG,119708,Grey,Chevrolet,Malibu,New,2014,44220,Coupe,True,Petrol
S3PGY7XJ,63545,Blue,BMW,3 Series,Used,2023,38027,SUV,False,Electric
XI5XC4P7,93216,Silver,BMW,5 Series,Used,2013,31418,Hatchback,False,Petrol
1486R61Q,191941,Yellow,BMW,3 Series,New,2024,44634,Coupe,True,Diesel
SL0WYQOR,140551,White,Kia,Sorento,New,2008,38950,Coupe,True,Petrol
U80JLBZB,97273,Orange,BMW,X5,Used,2001,28513,Coupe,True,Petrol
8WL9115U,199661,Brown,Honda,Accord,Certified Used,2014,30067,Sedan,True,Hybrid
8FDUMDCF,138047,Silver,BMW,3 Series,Used,2009,29330,SUV,False,Hybrid
HEC26QUT,203542,White,Hyundai,Tucson,Used,2007,24773,SUV,True,Diesel
KSU3JY0U,73122,Red,Audi,Q5,Certified Used,2004,38599,Hatchback,True,Electric
8YWTEZKT,162075,White,Chevrolet,Malibu,New,2004,34273,Coupe,True,Diesel
S4NM7O4O,216727,Orange,Chevrolet,Equinox,New,2003,30672,SUV,True,Petrol
O467YBCF,8376,Brown,BMW,X5,New,2023,61553,Truck,True,Electric
62O5V56U,29445,Brown,Ford,F-150,New,2010,50621,Sedan,False,Electric
MORHGCKH,158003,Green,Nissan,Rogue,New,2016,43976,Hatchback,False,Diesel
XE4J04X9,227659,Green,BMW,3 Series,Used,2001,20059,Coupe,True,Hybrid
BBKZU85E,232509,Black,Chevrolet,Silverado,Used,2015,24885,SUV,True,Diesel
KU2MK15O,1598,Blue,Ford,F-150,Certified Used,2011,48313,SUV,True,Petrol
30FUY4YQ,15325,Grey,Chevrolet,Malibu,Used,2013,38019,SUV,False,Hybrid
MTU8VNUV,107183,Black,Audi,Q5,New,2023,49858,Hatchback,True,Petrol
